ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
1144,Pilar González Rodríguez,pilar gonzalez rodriguez,pilar gonzalez rodriguez,False,1
1145,Francisco Jiménez,francisco jimenez,francisco jimenez,True,6
1146,Elena García Ruiz,elena garcia ruiz,elena garcia ruiz,False,3
1147,Lucía Sánchez,lucia sanchez,lucia sanchez,True,6
1148,Teresa García García,teresa garcia garcia,teresa garcia garcia,False,1
1149,Pilar Álvarez Gómez,pilar alvarez gomez,pilar alvarez gomez,False,2
1150,Pedro Fernández,pedro fernandez,pedro fernandez,False,5
1151,Lucía Alonso Pérez,lucia alonso perez,lucia alonso perez,False,1
1152,Carmen Ruiz Alonso,carmen ruiz alonso,carmen ruiz alonso,True,2
1153,Rafael García Moreno,rafael garcia moreno,rafael garcia moreno,False,1
1154,Rafael Moreno,rafael moreno,rafael moreno,True,5
1155,Marta Martín Muñoz,marta martin munoz,marta martin munoz,False,1
1156,Elena   Sánchez,elena sanchez,elena sanchez,False,4
1157,Luis Pérez Alonso,luis perez alonso,luis perez alonso,False,1
1158,Luis Rodríguez,luis rodriguez,luis rodriguez,False,7
1159,Pedro Fernández Moreno,pedro fernandez moreno,pedro fernandez moreno,False,1
1160,Ana Alonso Martí@nez,ana alonso marti nez,ana alonso marti nez,False,1
1161,Juan( Rodríguez,juan rodriguez,juan rodriguez,True,7
1162,Teresa Jiménez Romero,teresa jimenez romero,teresa jimenez romero,False,1
1163,Isabel Martín Martín,isabel martin martin,isabel martin martin,False,1
1164,Carmen Gómez García,carmen gomez garcia,carmen gomez garcia,False,1
1165,Ana Rodríguez Díaz,ana rodriguez diaz,ana rodriguez diaz,False,1
1166,Col. Ana Martín,col ana martin,col ana martin,False,1
1167,Isabel Díaz García,isabel diaz garcia,isabel diaz garcia,False,1
1168,Carlos Muñoz,carlos munoz,carlos munoz,True,6
1169,José Romero,jose romero,jose romero,True,6
1170,Fernando Ruiz,fernando ruiz,fernando ruiz,False,6
1171,Luis Fernández,luis fernandez,luis fernandez,True,9
1172,Ana González,ana gonzalez,ana gonzalez,True,7
1173,Javier@ Moreno Rodríguez,javier moreno rodriguez,javier moreno rodriguez,False,1
1174,Ana Hernández,ana hernandez,ana hernandez,False,5
1175,Isabel Muñoz Alonso,isabel munoz alonso,isabel munoz alonso,False,1
1176,Sofía  Martínez,sofia martinez,sofia martinez,True,8
1177,José Jiménez Muñoz,jose jimenez munoz,jose jimenez munoz,False,1
1178,Luis Martínez,luis martinez,luis martinez,True,5
1179,Teresa Alonso Jiménez,teresa alonso jimenez,teresa alonso jimenez,False,1
1180,Pilar   Díaz,pilar diaz,pilar diaz,True,6
1181,Sofía Pérez González,sofia perez gonzalez,sofia perez gonzalez,False,1
1182,Fernando Romero,fernando romero,fernando romero,True,6
1183,Carlos Rodríguez Fernández,carlos rodriguez fernandez,carlos rodriguez fernandez,False,1
1184,Col. Pilar Gómez Álvarez,col pilar gomez alvarez,col pilar gomez alvarez,False,1
1185,Pilar  Álvarez,pilar alvarez,pilar alvarez,True,6
1186,Francisco Hernández,francisco hernandez,francisco hernandez,True,6
1187,Lic. María Muñoz,maria munoz,maria munoz,True,5
1188,Fernando Jiménez Pérez,fernando jimenez perez,fernando jimenez perez,False,1
1189,Marta  Ruiz,marta ruiz,marta ruiz,True,7
1190,Isabel Moreno Sánchez,isabel moreno sanchez,isabel moreno sanchez,False,1
1191,Sofía Rodríguez,sofia rodriguez,sofia rodriguez,True,6
1192,Elena Díaz Moreno,elena diaz moreno,elena diaz moreno,False,2
1193,Javier Rodríguez,javier rodriguez,javier rodriguez,True,9
1194,Carmen Díaz,carmen diaz,carmen diaz,True,6
1195,Rafael Ruiz Fernández,rafael ruiz fernandez,rafael ruiz fernandez,False,1
1196,Rafael Romero Pérez,rafael romero perez,rafael romero perez,False,1
1197,Javier Rodríguez,javier rodriguez,javier rodriguez,True,9
1198,Francisco Rodríguez,francisco rodriguez,francisco rodriguez,True,9
1199,Isabel Jiménez,isabel jimenez,isabel jimenez,True,9
1200,José Gutiérrez González,jose gutierrez gonzalez,jose gutierrez gonzalez,False,1
1201,Pedro Sánchez Moreno,pedro sanchez moreno,pedro sanchez moreno,False,2
1202,Javier  Muñoz Rodríguez,javier munoz rodriguez,javier munoz rodriguez,False,1
1203,José Rodríguez Hernández,jose rodriguez hernandez,jose rodriguez hernandez,False,1
1204,José García,jose garcia,jose garcia,True,5
1205,María López,maria lopez,maria lopez,True,4
1206,Marta Gutiérrez Moreno,marta gutierrez moreno,marta gutierrez moreno,False,1
1207,Elena Muñoz Hernández,elena munoz hernandez,elena munoz hernandez,False,1
1208,José López Ruiz,jose lopez ruiz,jose lopez ruiz,True,3
1209,Isabel Hernánde=z Moreno,isabel hernande z moreno,isabel hernande z moreno,False,1
1210,Javier Hernández Rodríguez,javier hernandez rodriguez,javier hernandez rodriguez,False,2
1211,Javier Gutiérrez Sánchez,javier gutierrez sanchez,javier gutierrez sanchez,False,3
1212,Carlos Sánchez Fernández,carlos sanchez fernandez,carlos sanchez fernandez,False,1
1213,Francisco González Martínez,francisco gonzalez martinez,francisco gonzalez martinez,True,2
1214,Pilar Ruiz Díaz,pilar ruiz diaz,pilar ruiz diaz,False,1
1215,Isabel Sánchez Gutiérrez,isabel sanchez gutierrez,isabel sanchez gutierrez,False,1
1216,Juan Fernández,juan fernandez,juan fernandez,True,8
1217,Carlos García Fernández,carlos garcia fernandez,carlos garcia fernandez,True,3
1218,Sofía Romero González,sofia romero gonzalez,sofia romero gonzalez,False,1
1219,Mg. Carlos Álvarez Martín,mg carlos alvarez martin,mg carlos alvarez martin,False,1
1220,Luis Martínez,luis martinez,luis martinez,True,5
1221,Sofía Gómez Fernández,sofia gomez fernandez,sofia gomez fernandez,False,1
1222,Teresa García Gutiérrez,teresa garcia gutierrez,teresa garcia gutierrez,False,3
1223,Elena Martín,elena martin,elena martin,True,8
1224,Lucía Moreno Martín,lucia moreno martin,lucia moreno martin,False,1
1225,Carlos Rodríguez Moreno,carlos rodriguez moreno,carlos rodriguez moreno,False,1
1226,Sr. Carlos Romero Sánchez,carlos romero sanchez,carlos romero sanchez,False,3
1227,Javier Moreno Hernández,javier moreno hernandez,javier moreno hernandez,False,1
1228,Isabel Gutiérrez,isabel gutierrez,isabel gutierrez,True,6
1229,Isabel Rodríguez,isabel rodriguez,isabel rodriguez,True,8
1230,Sofía Moreno,sofia moreno,sofia moreno,False,7
1231,Isabel Jiménez Díaz,isabel jimenez diaz,isabel jimenez diaz,False,1
1232,José Gómez,jose gomez,jose gomez,False,8
1233,Carmen Jiménez Pérez,carmen jimenez perez,carmen jimenez perez,False,1
1234,Ana Díaz,ana diaz,ana diaz,True,6
1235,Pablo  Muñoz,pablo munoz,pablo munoz,False,3
1236,Elena López,elena lopez,elena lopez,True,8
1237,María Álvarez,maria alvarez,maria alvarez,False,4
1238,Luis Romero Muñoz,luis romero munoz,luis romero munoz,False,1
1239,Elen$a Pérez,elen a perez,elen a perez,False,1
1240,Rafael Sánchez Alonso,rafael sanchez alonso,rafael sanchez alonso,False,1
1241,Luis Pérez,luis perez,luis perez,True,6
1242,Rafael Martín,rafael martin,rafael martin,True,7
1243,Pablo Gómez Ruiz,pablo gomez ruiz,pablo gomez ruiz,False,1
1244,Sofía Alonso Álvarez,sofia alonso alvarez,sofia alonso alvarez,False,1
1245,Teresa Fernández,teresa fernandez,teresa fernandez,False,2
1246,Sofía Muñoz Moreno,sofia munoz moreno,sofia munoz moreno,False,1
1247,Juan Jiménez,juan jimenez,juan jimenez,False,6
1248,Luis González,luis gonzalez,luis gonzalez,True,6
1249,Francisco López,francisco lopez,francisco lopez,True,6
1250,Juan Martínez,juan martinez,juan martinez,False,7
1251,Col. Elena Hernández,col elena hernandez,col elena hernandez,False,1
1252,Col. Ana Pérez Sánchez,col ana perez sanchez,col ana perez sanchez,False,1
1253,Luis López,luis lopez,luis lopez,True,9
1254,Luis Martínez,luis martinez,luis martinez,True,5
1255,Carlos Moreno,carlos moreno,carlos moreno,True,6
1256,María Hernández,maria hernandez,maria hernandez,True,5
1257,Elena Sánchez López,elena sanchez lopez,elena sanchez lopez,False,2
1258,María Díaz Díaz,maria diaz diaz,maria diaz diaz,False,1
1259,Luis Pérez García,luis perez garcia,luis perez garcia,False,1
1260,Carlos Moreno García,carlos moreno garcia,carlos moreno garcia,False,1
1261,José Moreno,jose moreno,jose moreno,True,12
1262,Dr. Sofía Alonso Muñoz,sofia alonso munoz,sofia alonso munoz,False,2
1263,Sofía Hernández,sofia hernandez,sofia hernandez,True,8
1264,Carlos Jiménez,carlos jimenez,carlos jimenez,True,5
1265,Isabel Rodríguez,isabel rodriguez,isabel rodriguez,True,8
1266,Lic. Isabel Pérez Rodríguez,isabel perez rodriguez,isabel perez rodriguez,False,1
1267,Carlos Moreno Rodríguez,carlos moreno rodriguez,carlos moreno rodriguez,False,2
1268,Pilar Romero,pilar romero,pilar romero,False,6
1269,Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
1270,Marta Gómez,marta gomez,marta gomez,True,5
1271,Javier Jiménez Gutiérrez,javier jimenez gutierrez,javier jimenez gutierrez,False,1
1272,Isabel González,isabel gonzalez,isabel gonzalez,True,4
1273,Juan Álvarez Romero,juan alvarez romero,juan alvarez romero,False,1
1274,Carlos Alonso Martínez,carlos alonso martinez,carlos alonso martinez,False,1
1275,María Martín,maria martin,maria martin,False,8
1276,Juan Martínez Ruiz,juan martinez ruiz,juan martinez ruiz,False,1
1277,Rafael Martín,rafael martin,rafael martin,True,7
1278,Dr. Pablo González Gómez,pablo gonzalez gomez,pablo gonzalez gomez,False,1
1279,Dr. Carlos Alonso,carlos alonso,carlos alonso,True,7
1280,Francisco Rodríguez Hernández,francisco rodriguez hernandez,francisco rodriguez hernandez,False,1
1281,Francisco Alonso,francisco alonso,francisco alonso,True,10
1282,Pablo García,pablo garcia,pablo garcia,False,4
1283,María Rodríguez Moreno,maria rodriguez moreno,maria rodriguez moreno,True,2
1284,Francisco Hernández Moreno,francisco hernandez moreno,francisco hernandez moreno,False,1
1285,Fernando Fernández,fernando fernandez,fernando fernandez,False,8
1286,Pedro Moreno Ruiz,pedro moreno ruiz,pedro moreno ruiz,False,1
1287,Teresa Gutiérrez Pérez,teresa gutierrez perez,teresa gutierrez perez,False,2
1288,Javier Sánchez,javier sanchez,javier sanchez,False,5
1289,Pedro Ruiz,pedro ruiz,pedro ruiz,False,7
1290,Teresa Martínez Sánchez,teresa martinez sanchez,teresa martinez sanchez,False,2
1291,Sr. Javier Jiménez,javier jimenez,javier jimenez,True,10
1292,Pedro Martínez Fernández,pedro martinez fernandez,pedro martinez fernandez,False,1
1293,Col. Juan Romero,col juan romero,col juan romero,False,1
1294,Juan Fernández Ruiz,juan fernandez ruiz,juan fernandez ruiz,False,1
1295,Pedro Jiménez Ruiz,pedro jimenez ruiz,pedro jimenez ruiz,False,1
1296,Carlos González,carlos gonzalez,carlos gonzalez,False,3
1297,Ana Rodríguez Fernández,ana rodriguez fernandez,ana rodriguez fernandez,False,1
1298,Lucía Pérez,lucia perez,lucia perez,False,7
1299,Lucía Fernández,lucia fernandez,lucia fernandez,True,8
1300,Marta Álvarez Fernández,marta alvarez fernandez,marta alvarez fernandez,False,1
1301,Ana   Gómez Ruiz,ana gomez ruiz,ana gomez ruiz,True,2
1302,Lucía Jiménez Hernández,lucia jimenez hernandez,lucia jimenez hernandez,False,1
1303,Dr. Fernando Martínez,fernando martinez,fernando martinez,True,4
1304,Juan Rome(ro González,juan rome ro gonzalez,juan rome ro gonzalez,False,1
1305,Isabel Alonso,isabel alonso,isabel alonso,True,3
1306,Sr. Fernando Rodríguez García,fernando rodriguez garcia,fernando rodriguez garcia,False,2
1307,Pablo Gutiérrez,pablo gutierrez,pablo gutierrez,True,5
1308,Juan López Martínez,juan lopez martinez,juan lopez martinez,False,1
1309,Sra. Carlos Ruiz,carlos ruiz,carlos ruiz,True,6
1310,Marta Jiménez,marta jimenez,marta jimenez,True,6
1311,Pilar Martínez Moreno,pilar martinez moreno,pilar martinez moreno,False,3
1312,Sra. Sofía Gutiérrez,sofia gutierrez,sofia gutierrez,True,6
1313,Rafael López,rafael lopez,rafael lopez,True,7
1314,Sofía Gutiérrez,sofia gutierrez,sofia gutierrez,True,6
1315,Javie)r Ruiz,javie r ruiz,javie r ruiz,False,1
1316,Carmen García Álvarez,carmen garcia alvarez,carmen garcia alvarez,True,2
1317,Luis Gómez,luis gomez,luis gomez,True,7
1318,Marta Hernández,marta hernandez,marta hernandez,True,9
1319,Ana Martín González,ana martin gonzalez,ana martin gonzalez,True,2
1320,José Rodríguez Ruiz,jose rodriguez ruiz,jose rodriguez ruiz,False,2
1321,Rafael Álvarez,rafael alvarez,rafael alvarez,False,3
1322,Marta Gutiérrez,marta gutierrez,marta gutierrez,True,5
1323,Fernando Alonso,fernando alonso,fernando alonso,True,4
1324,Pedro Moreno,pedro moreno,pedro moreno,True,9
1325,Rafael Pérez,rafael perez,rafael perez,True,8
1326,Elena López Fernández,elena lopez fernandez,elena lopez fernandez,False,1
1327,Carmen Moreno,carmen moreno,carmen moreno,True,7
1328,Teresa Pérez,teresa perez,teresa perez,False,4
1329,Lucía Alonso,lucia alonso,lucia alonso,True,6
1330,Elena Hernández,elena hernandez,elena hernandez,True,5
1331,Sofía López Hernández,sofia lopez hernandez,sofia lopez hernandez,True,2
1332,Pedro Gómez,pedro gomez,pedro gomez,False,5
1333,Isabel Martín Moreno,isabel martin moreno,isabel martin moreno,False,2
1334,Col. Juan Martín,col juan martin,col juan martin,False,1
1335,Teresa Sánchez Rodríguez,teresa sanchez rodriguez,teresa sanchez rodriguez,False,2
1336,Francisco Martínez Rodríguez,francisco martinez rodriguez,francisco martinez rodriguez,False,1
1337,Lucía García,lucia garcia,lucia garcia,False,5
1338,Ana Pérez Álvarez,ana perez alvarez,ana perez alvarez,False,1
1339,Fernando Sánchez González,fernando sanchez gonzalez,fernando sanchez gonzalez,False,1
1340,Francisco Romero Alonso,francisco romero alonso,francisco romero alonso,False,1
1341,Javier Moreno González,javier moreno gonzalez,javier moreno gonzalez,False,1
1342,Juan García^ Alonso,juan garcia alonso,juan garcia alonso,False,2
1343,Lic. Isabel Sánchez,isabel sanchez,isabel sanchez,False,7
1344,Lucía García Díaz,lucia garcia diaz,lucia garcia diaz,False,1
1345,Isabel Álvarez,isabel alvarez,isabel alvarez,True,10
1346,Marta Fernández Alonso,marta fernandez alonso,marta fernandez alonso,False,2
1347,Fernando Hernández Alonso,fernando hernandez alonso,fernando hernandez alonso,False,1
1348,Lucía Gonzále%z Pérez,lucia gonzale z perez,lucia gonzale z perez,False,1
1349,Pedro Rodríguez Fernández,pedro rodriguez fernandez,pedro rodriguez fernandez,False,2
1350,María Jiménez,maria jimenez,maria jimenez,True,11
1351,José Sánchez Sánchez,jose sanchez sanchez,jose sanchez sanchez,False,1
1352,Lucía Moreno,lucia moreno,lucia moreno,True,8
1353,Teresa Gutiérrez Pérez,teresa gutierrez perez,teresa gutierrez perez,True,2
1354,Fernando Ruiz Gutiérrez,fernando ruiz gutierrez,fernando ruiz gutierrez,False,1
1355,Fernando García,fernando garcia,fernando garcia,True,10
1356,Dr. Javier Ruiz Hernández,javier ruiz hernandez,javier ruiz hernandez,False,1
1357,Francisco Gómez,francisco gomez,francisco gomez,True,5
1358,Isabel Martínez,isabel martinez,isabel martinez,True,6
1359,Rafael Jiménez Martínez,rafael jimenez martinez,rafael jimenez martinez,True,2
1360,Pablo Gómez Romero,pablo gomez romero,pablo gomez romero,False,1
1361,Marta Romero,marta romero,marta romero,True,7
1362,Pablo Díaz Sánchez,pablo diaz sanchez,pablo diaz sanchez,False,1
1363,Carmen Sánchez,carmen sanchez,carmen sanchez,True,8
1364,Pedro Gutiérrez,pedro gutierrez,pedro gutierrez,True,11
1365,Pilar Jiménez Jiménez,pilar jimenez jimenez,pilar jimenez jimenez,False,1
1366,Marta Jiménez,marta jimenez,marta jimenez,True,6
1367,Fernando Martínez Romero,fernando martinez romero,fernando martinez romero,False,1
1368,Elena He#rnández Fernández,elena he rnandez fernandez,elena he rnandez fernandez,False,1
1369,Luis Martínez Díaz,luis martinez diaz,luis martinez diaz,False,1
1370,Carlos Alonso Martín,carlos alonso martin,carlos alonso martin,False,1
1371,Javier Romero Gómez,javier romero gomez,javier romero gomez,False,1
1372,Lic. Rafael Jiménez,rafael jimenez,rafael jimenez,True,5
1373,Pablo Hernández García,pablo hernandez garcia,pablo hernandez garcia,False,1
1374,Pilar López Romero,pilar lopez romero,pilar lopez romero,False,1
1375,Fernando Fernández Muñoz,fernando fernandez munoz,fernando fernandez munoz,False,2
1376,Francisco Martín,francisco martin,francisco martin,True,5
1377,Javier Moreno Moreno,javier moreno moreno,javier moreno moreno,False,1
1378,Col. Elena Rodríguez Hernández,col elena rodriguez hernandez,col elena rodriguez hernandez,False,1
1379,Fernando Gutiérrez,fernando gutierrez,fernando gutierrez,True,11
1380,Carlos Pérez Alonso,carlos perez alonso,carlos perez alonso,False,1
1381,Pilar Gutiérrez,pilar gutierrez,pilar gutierrez,True,9
1382,Javier González,javier gonzalez,javier gonzalez,True,7
1383,Fernando García,fernando garcia,fernando garcia,True,10
1384,Lucía Pérez Martín,lucia perez martin,lucia perez martin,False,1
1385,José Gómez,jose gomez,jose gomez,True,8
1386,Teresa Álvarez Martín,teresa alvarez martin,teresa alvarez martin,False,1
1387,Pedro Gómez,pedro gomez,pedro gomez,True,5
1388,Francisco Gutiérrez,francisco gutierrez,francisco gutierrez,True,10
1389,Pilar Díaz Pérez,pilar diaz perez,pilar diaz perez,False,1
1390,Ana González Ruiz,ana gonzalez ruiz,ana gonzalez ruiz,False,1
1391,Pedro García,pedro garcia,pedro garcia,True,7
1392,Lucí$a Gómez Sánchez,luci a gomez sanchez,luci a gomez sanchez,False,1
1393,Pilar López Gutiérrez,pilar lopez gutierrez,pilar lopez gutierrez,False,1
1394,Marta Romero Jiménez,marta romero jimenez,marta romero jimenez,False,1
1395,José Gutiérrez,jose gutierrez,jose gutierrez,False,4
1396,Pablo Alonso Rodríguez,pablo alonso rodriguez,pablo alonso rodriguez,False,1
1397,Ana Alonso Sánchez,ana alonso sanchez,ana alonso sanchez,False,1
